acc_status,acc_duration,credit_history,purpose,credit_amount,savings_acc,employment_time,installment_rate,gender,other_debtors,residence_time,property,age,installment_plans,housing,num_credits_at_bank,job,num_people_maintenance,phone,foreigner,target
dm_0_to_200,12,credit_paid_so_far,car_new,1295,dm_less_100,less_one,3,female,none,1,car_or_other,25,none,rent,1,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,24,credit_paid_so_far,radio_or_tv,3092,dm_100_to_500,less_one,3,male,none,2,car_or_other,22,none,rent,1,skilled_employee_or_official,1,yes,yes,0
dm_0_to_200,18,credit_paid_so_far,car_new,5866,dm_100_to_500,one_to_four,2,male,none,2,car_or_other,30,none,own,2,skilled_employee_or_official,1,yes,yes,1
no_acc,30,critical_amount,radio_or_tv,5954,dm_less_100,four_to_seven,3,male,co-applicant,2,car_or_other,38,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,6,critical_amount,car_new,1343,dm_less_100,greater_eq_seven,1,male,none,4,real_estate,46,none,own,2,skilled_employee_or_official,2,no,no,1
no_acc,22,credit_paid_so_far,car_new,1283,unknown_or_no_savings,four_to_seven,4,female,none,4,life_insurance_or_savings_agreement,25,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,9,credit_paid_so_far,furniture_or_equipment,918,dm_less_100,one_to_four,4,female,none,1,life_insurance_or_savings_agreement,30,none,own,1,skilled_employee_or_official,1,no,yes,0
no_acc,6,no_credit_this_bank,radio_or_tv,1750,dm_500_to_1000,greater_eq_seven,2,male,none,4,life_insurance_or_savings_agreement,45,bank,own,1,unskilled_resident,2,no,yes,1
no_acc,15,delay_in_past_credit_payment,car_old,3594,dm_less_100,less_one,1,female,none,2,life_insurance_or_savings_agreement,46,none,own,2,unskilled_resident,1,no,yes,1
no_acc,15,credit_paid_so_far,radio_or_tv,1386,unknown_or_no_savings,one_to_four,4,male,none,2,real_estate,40,none,rent,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,36,credit_paid_so_far,car_new,14318,dm_less_100,greater_eq_seven,4,male,none,2,unknown_or_no_property,57,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,12,no_credit_all,repairs,1108,dm_less_100,four_to_seven,4,male,none,3,real_estate,28,none,own,2,skilled_employee_or_official,1,no,yes,0
dm_greater_eq_200,30,delay_in_past_credit_payment,business,1908,dm_less_100,greater_eq_seven,4,male,none,4,real_estate,66,none,own,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,24,no_credit_this_bank,furniture_or_equipment,3349,dm_500_to_1000,less_one,4,male,none,4,unknown_or_no_property,30,none,for_free,1,skilled_employee_or_official,2,yes,yes,0
no_acc,18,credit_paid_so_far,furniture_or_equipment,1984,dm_less_100,one_to_four,4,male,none,4,unknown_or_no_property,47,bank,for_free,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,13,critical_amount,radio_or_tv,882,dm_less_100,less_one,4,male,guarantor,4,real_estate,23,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,36,credit_paid_so_far,car_old,6948,dm_less_100,one_to_four,2,male,none,2,car_or_other,35,none,rent,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_0_to_200,12,credit_paid_so_far,radio_or_tv,1155,dm_less_100,greater_eq_seven,3,male,guarantor,3,real_estate,40,bank,own,2,unskilled_resident,1,no,yes,1
dm_0_to_200,30,critical_amount,car_new,4249,dm_less_100,unemployed,4,male,none,2,car_or_other,28,none,own,2,self_or_highly_qualified_employee,1,no,yes,0
dm_less_than_0,18,credit_paid_so_far,radio_or_tv,3509,dm_less_100,four_to_seven,4,female,guarantor,1,real_estate,25,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,16,critical_amount,car_new,1175,dm_less_100,unemployed,2,male,none,3,car_or_other,68,none,for_free,3,unemployed_or_unskilled_non_resident,1,yes,yes,1
no_acc,48,critical_amount,car_new,10127,dm_500_to_1000,one_to_four,2,male,none,2,unknown_or_no_property,44,bank,for_free,1,skilled_employee_or_official,1,no,yes,0
dm_less_than_0,24,credit_paid_so_far,furniture_or_equipment,4020,dm_less_100,one_to_four,2,male,none,2,car_or_other,27,stores,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,60,credit_paid_so_far,car_new,14027,dm_less_100,four_to_seven,4,male,none,2,unknown_or_no_property,27,none,own,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,24,credit_paid_so_far,car_new,915,unknown_or_no_savings,greater_eq_seven,4,female,none,2,car_or_other,29,bank,own,1,skilled_employee_or_official,1,no,yes,0
dm_less_than_0,12,credit_paid_so_far,car_new,1228,dm_less_100,one_to_four,4,female,none,2,real_estate,24,none,own,1,unskilled_resident,1,no,yes,0
dm_less_than_0,21,delay_in_past_credit_payment,education,3414,dm_less_100,less_one,2,male,none,1,life_insurance_or_savings_agreement,26,none,own,2,skilled_employee_or_official,1,no,yes,0
no_acc,24,credit_paid_so_far,business,1258,dm_less_100,four_to_seven,4,male,none,1,real_estate,25,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,12,credit_paid_so_far,radio_or_tv,6468,unknown_or_no_savings,unemployed,2,male,none,1,unknown_or_no_property,52,none,own,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,15,credit_paid_so_far,car_new,2511,dm_less_100,unemployed,1,female,none,4,car_or_other,23,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,48,no_credit_this_bank,business,3566,dm_100_to_500,four_to_seven,4,male,none,2,car_or_other,30,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,12,critical_amount,radio_or_tv,618,dm_less_100,greater_eq_seven,4,male,none,4,real_estate,56,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,36,credit_paid_so_far,car_new,3249,dm_less_100,four_to_seven,2,male,none,4,unknown_or_no_property,39,bank,for_free,1,self_or_highly_qualified_employee,2,yes,yes,1
dm_0_to_200,48,credit_paid_so_far,other,5381,unknown_or_no_savings,unemployed,3,male,none,4,unknown_or_no_property,40,bank,for_free,1,unemployed_or_unskilled_non_resident,1,yes,yes,1
dm_less_than_0,30,credit_paid_so_far,furniture_or_equipment,2406,dm_less_100,four_to_seven,4,female,none,4,real_estate,23,none,rent,1,skilled_employee_or_official,1,no,yes,0
dm_greater_eq_200,24,critical_amount,furniture_or_equipment,3617,unknown_or_no_savings,greater_eq_seven,4,male,co-applicant,4,unknown_or_no_property,20,none,rent,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,48,delay_in_past_credit_payment,business,6681,unknown_or_no_savings,one_to_four,4,male,none,4,unknown_or_no_property,38,none,for_free,1,skilled_employee_or_official,2,yes,yes,1
no_acc,18,critical_amount,radio_or_tv,1169,unknown_or_no_savings,one_to_four,4,male,none,3,life_insurance_or_savings_agreement,29,none,own,2,skilled_employee_or_official,1,yes,yes,1
no_acc,18,delay_in_past_credit_payment,radio_or_tv,2320,dm_less_100,unemployed,2,male,none,3,real_estate,34,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,12,critical_amount,business,1185,dm_less_100,one_to_four,3,female,none,2,real_estate,27,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,36,delay_in_past_credit_payment,car_new,7432,dm_less_100,one_to_four,2,female,none,2,life_insurance_or_savings_agreement,54,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,36,credit_paid_so_far,education,12612,dm_100_to_500,one_to_four,1,male,none,4,unknown_or_no_property,47,none,for_free,1,skilled_employee_or_official,2,yes,yes,0
no_acc,36,critical_amount,radio_or_tv,3342,unknown_or_no_savings,greater_eq_seven,4,male,none,2,car_or_other,51,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,11,critical_amount,car_new,3939,dm_less_100,one_to_four,1,male,none,2,real_estate,40,none,own,2,unskilled_resident,2,no,yes,1
dm_0_to_200,8,credit_paid_so_far,radio_or_tv,1414,dm_less_100,one_to_four,4,male,guarantor,2,real_estate,33,none,own,1,skilled_employee_or_official,1,no,no,1
dm_0_to_200,18,credit_paid_so_far,car_old,2779,dm_less_100,one_to_four,1,male,none,3,car_or_other,21,none,rent,1,skilled_employee_or_official,1,yes,yes,1
no_acc,12,critical_amount,radio_or_tv,1655,dm_less_100,greater_eq_seven,2,male,none,4,real_estate,63,none,own,2,unskilled_resident,1,yes,yes,1
dm_less_than_0,33,critical_amount,furniture_or_equipment,4281,dm_500_to_1000,one_to_four,1,female,none,4,car_or_other,23,none,own,2,skilled_employee_or_official,1,no,yes,0
dm_0_to_200,12,critical_amount,car_new,2366,dm_500_to_1000,four_to_seven,3,male,none,3,car_or_other,36,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,36,critical_amount,car_old,10477,unknown_or_no_savings,greater_eq_seven,2,male,none,4,unknown_or_no_property,42,none,for_free,2,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,6,critical_amount,radio_or_tv,1169,unknown_or_no_savings,greater_eq_seven,4,male,none,4,real_estate,67,none,own,2,skilled_employee_or_official,1,yes,yes,1
no_acc,9,critical_amount,furniture_or_equipment,2406,dm_less_100,unemployed,2,male,none,3,car_or_other,31,none,own,1,self_or_highly_qualified_employee,1,no,yes,1
dm_0_to_200,18,critical_amount,business,1887,unknown_or_no_savings,one_to_four,4,male,none,4,real_estate,28,bank,own,2,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,18,delay_in_past_credit_payment,car_new,2899,unknown_or_no_savings,greater_eq_seven,4,male,none,4,car_or_other,43,none,own,1,skilled_employee_or_official,2,no,yes,1
dm_greater_eq_200,10,credit_paid_so_far,car_new,1240,dm_100_to_500,greater_eq_seven,1,female,none,4,unknown_or_no_property,48,none,for_free,1,unskilled_resident,2,no,yes,0
dm_0_to_200,30,credit_paid_so_far,furniture_or_equipment,3441,dm_100_to_500,one_to_four,2,female,co-applicant,4,car_or_other,21,none,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,15,credit_paid_so_far,domestic_appliances,1262,dm_500_to_1000,four_to_seven,4,male,none,3,life_insurance_or_savings_agreement,36,none,own,2,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,12,credit_paid_so_far,radio_or_tv,1680,dm_500_to_1000,greater_eq_seven,3,male,none,1,real_estate,35,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,6,credit_paid_so_far,radio_or_tv,1346,dm_100_to_500,greater_eq_seven,2,male,none,4,unknown_or_no_property,42,bank,for_free,1,skilled_employee_or_official,2,yes,yes,1
dm_greater_eq_200,9,credit_paid_so_far,radio_or_tv,745,dm_less_100,one_to_four,3,female,none,2,real_estate,28,none,own,1,unskilled_resident,1,no,yes,0
dm_less_than_0,36,credit_paid_so_far,car_new,9271,dm_less_100,four_to_seven,2,male,none,1,car_or_other,24,none,own,1,skilled_employee_or_official,1,yes,yes,0
no_acc,9,credit_paid_so_far,car_new,3577,dm_100_to_500,one_to_four,1,male,guarantor,2,real_estate,26,none,rent,1,skilled_employee_or_official,2,no,no,1
dm_less_than_0,36,credit_paid_so_far,furniture_or_equipment,3446,dm_less_100,greater_eq_seven,4,male,none,2,car_or_other,42,none,own,1,skilled_employee_or_official,2,no,yes,0
dm_greater_eq_200,18,credit_paid_so_far,furniture_or_equipment,2864,dm_less_100,one_to_four,2,male,none,1,real_estate,34,none,own,1,unskilled_resident,2,no,yes,0
dm_greater_eq_200,24,credit_paid_so_far,radio_or_tv,5152,dm_less_100,four_to_seven,4,male,none,2,car_or_other,25,bank,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,12,delay_in_past_credit_payment,car_old,1503,dm_less_100,one_to_four,4,male,none,4,real_estate,41,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,24,credit_paid_so_far,radio_or_tv,1258,dm_500_to_1000,one_to_four,3,female,none,3,car_or_other,57,none,own,1,unskilled_resident,1,no,yes,1
dm_less_than_0,18,credit_paid_so_far,furniture_or_equipment,2039,dm_less_100,one_to_four,1,female,none,4,real_estate,20,bank,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,12,credit_paid_so_far,car_new,2859,unknown_or_no_savings,unemployed,4,male,none,4,unknown_or_no_property,38,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,15,credit_paid_so_far,car_old,3812,dm_100_to_500,less_one,1,female,none,4,car_or_other,23,none,own,1,skilled_employee_or_official,1,yes,yes,1
no_acc,4,credit_paid_so_far,furniture_or_equipment,601,dm_less_100,less_one,1,female,none,3,real_estate,23,none,rent,1,unskilled_resident,2,no,yes,1
no_acc,12,critical_amount,radio_or_tv,1240,unknown_or_no_savings,greater_eq_seven,4,female,none,2,real_estate,38,none,own,2,skilled_employee_or_official,1,yes,yes,1
no_acc,10,credit_paid_so_far,car_old,2848,dm_100_to_500,one_to_four,1,male,co-applicant,2,real_estate,32,none,own,1,skilled_employee_or_official,2,no,yes,1
dm_less_than_0,24,credit_paid_so_far,radio_or_tv,3660,dm_less_100,one_to_four,2,female,none,4,car_or_other,28,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,24,credit_paid_so_far,car_old,6313,unknown_or_no_savings,greater_eq_seven,3,male,none,4,car_or_other,41,none,own,1,self_or_highly_qualified_employee,2,yes,yes,1
dm_less_than_0,36,credit_paid_so_far,car_old,5493,dm_less_100,greater_eq_seven,2,male,none,4,unknown_or_no_property,42,none,for_free,1,skilled_employee_or_official,2,no,yes,1
dm_less_than_0,48,credit_paid_so_far,car_new,7763,dm_less_100,greater_eq_seven,4,male,none,4,unknown_or_no_property,42,bank,for_free,1,self_or_highly_qualified_employee,1,no,yes,0
dm_less_than_0,12,credit_paid_so_far,education,684,dm_less_100,one_to_four,4,male,none,4,car_or_other,40,none,rent,1,unskilled_resident,2,no,yes,0
dm_0_to_200,12,critical_amount,car_new,3124,dm_less_100,less_one,1,male,none,3,real_estate,49,bank,own,2,unskilled_resident,2,no,yes,1
dm_0_to_200,18,credit_paid_so_far,business,4439,dm_less_100,greater_eq_seven,1,male,co-applicant,1,real_estate,33,bank,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,18,critical_amount,radio_or_tv,1098,dm_less_100,unemployed,4,female,none,4,car_or_other,65,none,own,2,unemployed_or_unskilled_non_resident,1,no,yes,1
dm_less_than_0,18,credit_paid_so_far,car_new,1216,dm_less_100,less_one,4,female,none,3,car_or_other,23,none,rent,1,skilled_employee_or_official,1,yes,yes,0
dm_greater_eq_200,42,critical_amount,car_old,4796,dm_less_100,greater_eq_seven,4,male,none,4,unknown_or_no_property,56,none,for_free,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,18,credit_paid_so_far,furniture_or_equipment,2473,dm_less_100,unemployed,4,male,none,1,car_or_other,25,none,own,1,unemployed_or_unskilled_non_resident,1,no,yes,0
dm_less_than_0,12,credit_paid_so_far,furniture_or_equipment,1858,dm_less_100,less_one,4,female,none,1,car_or_other,22,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_less_than_0,15,credit_paid_so_far,car_new,1403,dm_less_100,one_to_four,2,female,none,4,car_or_other,28,none,rent,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,18,critical_amount,furniture_or_equipment,1295,dm_less_100,less_one,4,female,none,1,life_insurance_or_savings_agreement,27,none,own,2,skilled_employee_or_official,1,no,yes,1
no_acc,36,credit_paid_so_far,car_new,3079,unknown_or_no_savings,one_to_four,4,male,none,4,real_estate,36,none,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,6,credit_paid_so_far,furniture_or_equipment,2978,dm_500_to_1000,one_to_four,1,male,none,2,car_or_other,32,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,24,critical_amount,business,1382,dm_100_to_500,four_to_seven,4,male,none,1,real_estate,26,none,own,2,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,6,critical_amount,furniture_or_equipment,3384,dm_less_100,one_to_four,1,male,none,4,real_estate,44,none,rent,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,36,critical_amount,furniture_or_equipment,6229,dm_less_100,less_one,4,female,co-applicant,4,unknown_or_no_property,23,none,rent,2,unskilled_resident,1,yes,yes,0
no_acc,10,credit_paid_so_far,education,727,dm_500_to_1000,greater_eq_seven,4,male,none,4,unknown_or_no_property,46,none,for_free,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,12,credit_paid_so_far,furniture_or_equipment,2762,unknown_or_no_savings,greater_eq_seven,1,female,none,2,life_insurance_or_savings_agreement,25,bank,own,1,skilled_employee_or_official,1,yes,yes,0
dm_less_than_0,24,critical_amount,car_old,6419,dm_less_100,greater_eq_seven,2,female,none,4,unknown_or_no_property,44,none,for_free,2,self_or_highly_qualified_employee,2,yes,yes,1
dm_0_to_200,12,credit_paid_so_far,radio_or_tv,1158,dm_500_to_1000,one_to_four,3,male,none,1,car_or_other,26,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,6,credit_paid_so_far,radio_or_tv,1068,dm_less_100,greater_eq_seven,4,male,none,4,car_or_other,28,none,own,1,skilled_employee_or_official,2,no,yes,1
dm_less_than_0,18,critical_amount,repairs,1190,dm_less_100,unemployed,2,female,none,4,unknown_or_no_property,55,none,for_free,3,unemployed_or_unskilled_non_resident,2,no,yes,0
dm_0_to_200,30,credit_paid_so_far,furniture_or_equipment,3832,dm_less_100,less_one,2,male,none,1,life_insurance_or_savings_agreement,22,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,7,credit_paid_so_far,radio_or_tv,2415,dm_less_100,one_to_four,3,male,guarantor,2,real_estate,34,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,9,credit_paid_so_far,furniture_or_equipment,2030,unknown_or_no_savings,four_to_seven,2,male,none,1,car_or_other,24,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,39,critical_amount,furniture_or_equipment,14179,unknown_or_no_savings,four_to_seven,4,male,none,4,life_insurance_or_savings_agreement,30,none,own,2,self_or_highly_qualified_employee,1,yes,yes,1
dm_less_than_0,6,credit_paid_so_far,domestic_appliances,343,dm_less_100,less_one,4,female,none,1,real_estate,27,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,12,credit_paid_so_far,car_new,1330,dm_less_100,less_one,4,male,none,1,real_estate,26,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,12,credit_paid_so_far,car_new,685,dm_less_100,four_to_seven,2,male,none,3,car_or_other,25,bank,own,1,unskilled_resident,1,no,yes,0
dm_less_than_0,10,credit_paid_so_far,radio_or_tv,2315,dm_less_100,greater_eq_seven,3,male,none,4,real_estate,52,none,own,1,unskilled_resident,1,no,yes,1
dm_0_to_200,9,credit_paid_so_far,radio_or_tv,1082,dm_less_100,greater_eq_seven,4,male,none,4,car_or_other,27,none,own,2,unskilled_resident,1,no,yes,1
no_acc,27,delay_in_past_credit_payment,car_old,8613,dm_greater_eq_1000,one_to_four,2,male,none,2,car_or_other,27,none,own,2,skilled_employee_or_official,1,no,yes,1
dm_greater_eq_200,15,credit_paid_so_far,education,392,dm_less_100,less_one,4,female,none,4,life_insurance_or_savings_agreement,23,none,rent,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,45,credit_paid_so_far,radio_or_tv,3031,dm_100_to_500,one_to_four,4,male,guarantor,4,life_insurance_or_savings_agreement,21,none,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,12,credit_paid_so_far,radio_or_tv,1963,dm_less_100,four_to_seven,4,male,none,2,car_or_other,31,none,rent,2,self_or_highly_qualified_employee,2,yes,yes,1
dm_less_than_0,18,no_credit_this_bank,radio_or_tv,1940,dm_less_100,less_one,3,male,co-applicant,4,unknown_or_no_property,36,bank,for_free,1,self_or_highly_qualified_employee,1,yes,yes,1
dm_0_to_200,36,credit_paid_so_far,furniture_or_equipment,9034,dm_100_to_500,less_one,4,male,co-applicant,1,unknown_or_no_property,29,none,rent,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,12,critical_amount,car_new,3499,dm_less_100,one_to_four,3,female,co-applicant,2,real_estate,29,none,own,2,skilled_employee_or_official,1,no,yes,0
dm_less_than_0,15,credit_paid_so_far,domestic_appliances,1275,unknown_or_no_savings,one_to_four,4,female,none,2,car_or_other,24,none,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,18,credit_paid_so_far,radio_or_tv,2051,dm_less_100,less_one,4,male,none,1,real_estate,33,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,18,credit_paid_so_far,furniture_or_equipment,1924,unknown_or_no_savings,less_one,4,female,none,3,real_estate,27,none,rent,1,skilled_employee_or_official,1,no,yes,0
no_acc,18,credit_paid_so_far,furniture_or_equipment,1533,dm_less_100,less_one,4,male,co-applicant,1,life_insurance_or_savings_agreement,43,none,own,1,unskilled_resident,2,no,yes,0
dm_0_to_200,48,credit_paid_so_far,radio_or_tv,10961,dm_greater_eq_1000,four_to_seven,1,male,co-applicant,2,unknown_or_no_property,27,bank,own,2,skilled_employee_or_official,1,yes,yes,0
dm_less_than_0,14,credit_paid_so_far,car_new,8978,dm_less_100,greater_eq_seven,1,male,none,4,life_insurance_or_savings_agreement,45,none,own,1,self_or_highly_qualified_employee,1,yes,no,0
dm_0_to_200,6,credit_paid_so_far,repairs,454,dm_less_100,less_one,3,male,none,1,life_insurance_or_savings_agreement,22,none,own,1,unskilled_resident,1,no,yes,1
no_acc,13,credit_paid_so_far,radio_or_tv,1409,dm_100_to_500,unemployed,2,female,none,4,real_estate,64,none,own,1,skilled_employee_or_official,1,no,yes,1
dm_0_to_200,9,critical_amount,furniture_or_equipment,1919,dm_less_100,four_to_seven,4,male,none,3,car_or_other,35,none,rent,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,24,credit_paid_so_far,car_new,2718,dm_less_100,one_to_four,3,female,none,4,life_insurance_or_savings_agreement,20,none,rent,1,unskilled_resident,1,yes,yes,0
no_acc,24,no_credit_this_bank,business,1559,dm_less_100,four_to_seven,4,male,none,4,car_or_other,50,bank,own,1,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,12,credit_paid_so_far,furniture_or_equipment,1922,dm_less_100,one_to_four,4,male,none,2,life_insurance_or_savings_agreement,37,none,own,1,unskilled_resident,1,no,yes,0
dm_less_than_0,12,credit_paid_so_far,furniture_or_equipment,7865,dm_less_100,greater_eq_seven,4,male,none,4,unknown_or_no_property,53,none,for_free,1,self_or_highly_qualified_employee,1,yes,yes,0
dm_less_than_0,12,credit_paid_so_far,furniture_or_equipment,3590,dm_less_100,one_to_four,2,male,co-applicant,2,life_insurance_or_savings_agreement,29,none,own,1,unskilled_resident,2,no,yes,1
dm_0_to_200,36,no_credit_all,radio_or_tv,3804,dm_less_100,one_to_four,4,female,none,1,car_or_other,42,none,own,1,skilled_employee_or_official,1,yes,yes,0
no_acc,9,credit_paid_so_far,radio_or_tv,2697,dm_less_100,one_to_four,1,male,none,2,real_estate,32,none,own,1,skilled_employee_or_official,2,no,yes,1
dm_less_than_0,12,credit_paid_so_far,radio_or_tv,701,dm_less_100,one_to_four,4,male,none,2,real_estate,40,none,own,1,unskilled_resident,1,no,yes,1
dm_0_to_200,24,credit_paid_so_far,radio_or_tv,2039,dm_less_100,less_one,1,male,none,1,life_insurance_or_savings_agreement,22,none,own,1,skilled_employee_or_official,1,yes,yes,0
no_acc,24,credit_paid_so_far,car_old,7814,dm_less_100,four_to_seven,3,male,none,3,car_or_other,38,none,own,1,self_or_highly_qualified_employee,1,yes,yes,1
no_acc,48,critical_amount,education,6110,dm_less_100,one_to_four,1,male,none,3,unknown_or_no_property,31,bank,for_free,1,skilled_employee_or_official,1,yes,yes,1
dm_greater_eq_200,12,credit_paid_so_far,radio_or_tv,1881,dm_less_100,one_to_four,2,female,none,2,car_or_other,44,none,rent,1,unskilled_resident,1,yes,yes,1
dm_less_than_0,10,critical_amount,car_new,1038,dm_less_100,four_to_seven,4,male,co-applicant,3,life_insurance_or_savings_agreement,49,none,own,2,skilled_employee_or_official,1,yes,yes,1
no_acc,24,credit_paid_so_far,radio_or_tv,1533,dm_less_100,less_one,4,female,none,3,car_or_other,38,stores,own,1,skilled_employee_or_official,1,yes,yes,1
no_acc,24,credit_paid_so_far,radio_or_tv,1311,dm_100_to_500,four_to_seven,4,male,none,3,life_insurance_or_savings_agreement,26,none,own,1,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,24,delay_in_past_credit_payment,car_new,1333,dm_less_100,unemployed,4,male,none,2,real_estate,43,none,for_free,2,skilled_employee_or_official,2,no,yes,0
dm_less_than_0,27,no_credit_all,business,5293,dm_less_100,unemployed,2,male,none,4,life_insurance_or_savings_agreement,50,stores,own,2,skilled_employee_or_official,1,yes,yes,0
no_acc,33,delay_in_past_credit_payment,business,2764,dm_less_100,one_to_four,2,female,none,2,car_or_other,26,none,own,2,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,24,credit_paid_so_far,car_old,2760,unknown_or_no_savings,greater_eq_seven,4,male,none,4,unknown_or_no_property,36,bank,for_free,1,skilled_employee_or_official,1,yes,yes,1
no_acc,4,critical_amount,radio_or_tv,1503,dm_less_100,four_to_seven,2,male,none,1,real_estate,42,none,own,2,unskilled_resident,2,no,yes,1
dm_0_to_200,48,no_credit_all,other,18424,dm_less_100,one_to_four,1,female,none,2,life_insurance_or_savings_agreement,32,bank,own,1,self_or_highly_qualified_employee,1,yes,no,0
no_acc,6,credit_paid_so_far,radio_or_tv,1595,dm_less_100,four_to_seven,3,male,none,2,life_insurance_or_savings_agreement,51,none,own,1,skilled_employee_or_official,2,no,yes,1
dm_0_to_200,18,credit_paid_so_far,radio_or_tv,3213,dm_500_to_1000,less_one,1,male,none,3,real_estate,25,none,rent,1,skilled_employee_or_official,1,no,yes,1
no_acc,48,critical_amount,car_old,8858,unknown_or_no_savings,four_to_seven,2,male,none,1,unknown_or_no_property,35,none,for_free,2,skilled_employee_or_official,1,yes,yes,1
no_acc,18,credit_paid_so_far,radio_or_tv,1126,unknown_or_no_savings,less_one,4,female,none,2,real_estate,21,none,rent,1,skilled_employee_or_official,1,yes,yes,1
dm_less_than_0,12,credit_paid_so_far,radio_or_tv,709,dm_less_100,greater_eq_seven,4,male,none,4,real_estate,57,stores,own,1,unskilled_resident,1,no,yes,0
no_acc,12,critical_amount,furniture_or_equipment,1935,dm_less_100,greater_eq_seven,4,male,none,4,real_estate,43,none,own,3,skilled_employee_or_official,1,yes,yes,1
dm_0_to_200,48,credit_paid_so_far,furniture_or_equipment,9960,dm_less_100,less_one,1,female,none,2,car_or_other,26,none,own,1,skilled_employee_or_official,1,yes,yes,0
dm_less_than_0,20,critical_amount,car_new,2235,dm_less_100,one_to_four,4,male,guarantor,2,life_insurance_or_savings_agreement,33,bank,rent,2,skilled_employee_or_official,1,no,no,0
dm_0_to_200,42,critical_amount,business,5954,dm_less_100,four_to_seven,2,female,none,1,real_estate,41,bank,own,2,unskilled_resident,1,no,yes,1
dm_less_than_0,24,no_credit_this_bank,car_new,2325,dm_100_to_500,four_to_seven,2,male,none,3,car_or_other,32,bank,own,1,skilled_employee_or_official,1,no,yes,1
no_acc,12,credit_paid_so_far,car_old,2445,unknown_or_no_savings,less_one,2,male,none,4,car_or_other,26,none,rent,1,skilled_employee_or_official,1,yes,yes,1
no_acc,24,critical_amount,radio_or_tv,5103,dm_less_100,less_one,3,male,none,3,unknown_or_no_property,47,none,for_free,3,skilled_employee_or_official,1,yes,yes,1
no_acc,4,critical_amount,car_new,1455,dm_less_100,four_to_seven,2,male,none,1,real_estate,42,none,own,3,unskilled_resident,2,no,yes,1
